"accident_index","longitude","latitude","severity","number_of_casualties","district","speed_limit","road_class","police_force"
"2023010481390","-0.06569","51.495449","Slight","1","Southwark","20","Unclassified","1"
"2023010481391","-0.205644","51.576231","Serious","1","Barnet","30","Not at junction or within 20 metres","1"
"2023010481392","-0.078461","51.419887","Slight","1","Bromley","30","A","1"
"2023010481394","-0.096797","51.495706","Slight","1","Southwark","20","Unclassified","1"
"2023010481396","-0.319467","51.510852","Slight","2","Ealing","20","B","1"
"2023010481397","0.211712","51.589979","Slight","1","Havering","30","Unclassified","1"
"2023010481398","0.219469","51.570525","Slight","1","Havering","30","Not at junction or within 20 metres","1"
"2023010481399","-0.112505","51.470142","Slight","1","Lambeth","20","Unclassified","1"
"2023010481400","-0.122474","51.536955","Serious","1","Camden","20","A","1"
"2023010481404","-0.480432","51.520925","Serious","1","Hillingdon","30","A","1"
"2023010481406","-0.057359","51.463351","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010481407","-0.130618","51.425397","Slight","1","Lambeth","20","Unclassified","1"
"2023010481409","0.156703","51.458727","Slight","1","Bexley","30","Unclassified","1"
"2023010481413","-0.059447","51.432775","Slight","1","Lewisham","30","Unclassified","1"
"2023010481419","-0.229736","51.587217","Serious","1","Barnet","20","Unclassified","1"
"2023010481421","-0.158671","51.43603","Slight","1","Wandsworth","20","Not at junction or within 20 metres","1"
"2023010481426","-0.456712","51.518637","Slight","2","Hillingdon","30","A","1"
"2023010481429","-0.064825","51.613048","Slight","1","Enfield","30","Unclassified","1"
"2023010481432","-0.215427","51.44831","Slight","1","Wandsworth","30","Unclassified","1"
"2023010481434","0.005537","51.555492","Slight","1","Waltham Forest","20","Unclassified","1"
"2023010481440","-0.066521","51.400509","Slight","1","Croydon","20","Unclassified","1"
"2023010481441","-0.123314","51.414786","Slight","1","Lambeth","20","Unclassified","1"
"2023010481443","-0.10126","51.326059","Slight","1","Croydon","30","C","1"
"2023010481445","-0.454146","51.438572","Slight","2","Hounslow","30","Not at junction or within 20 metres","1"
"2023010481446","0.031788","51.513315","Serious","1","Newham","30","Unclassified","1"
"2023010481453","-0.139932","51.516901","Serious","1","Westminster","20","Unclassified","1"
"2023010481454","-0.319438","51.510861","Serious","1","Ealing","20","B","1"
"2023010481455","-0.034553","51.525012","Slight","1","Tower Hamlets","20","A","1"
"2023010481457","-0.094121","51.479044","Slight","1","Southwark","20","C","1"
"2023010481458","0.19851","51.51627","Slight","1","Havering","20","Unclassified","1"
"2023010481462","-0.134918","51.509807","Slight","1","Westminster","20","A","1"
"2023010481464","-0.131649","51.475224","Serious","2","Lambeth","20","Unclassified","1"
"2023010481465","-0.250337","51.555612","Slight","1","Brent","30","B","1"
"2023010481472","-0.090282","51.49337","Slight","1","Southwark","30","Unclassified","1"
"2023010481482","-0.20095","51.437298","Slight","1","Merton","20","Unclassified","1"
"2023010481485","-0.128363","51.465424","Slight","1","Lambeth","30","Unclassified","1"
"2023010481491","-0.183294","51.481206","Slight","1","Kensington and Chelsea","20","A","1"
"2023010481493","-0.031437","51.477586","Slight","1","Lewisham","20","Not at junction or within 20 metres","1"
"2023010481500","-0.00708","51.509081","Slight","1","Tower Hamlets","30","A","1"
"2023010481504","-0.338224","51.593758","Slight","1","Harrow","30","Unclassified","1"
"2023010481505","-0.248981","51.548857","Slight","1","Brent","30","B","1"
"2023010481510","-0.285738","51.481867","Serious","1","Richmond upon Thames","30","Not at junction or within 20 metres","1"
"2023010481515","-0.204238","51.543792","Slight","1","Brent","20","Not at junction or within 20 metres","1"
"2023010481517","-0.138348","51.636583","Slight","1","Enfield","20","B","1"
"2023010481530","-0.137981","51.58943","Serious","1","Haringey","20","Unclassified","1"
"2023010481546","-0.273682","51.508982","Slight","1","Ealing","20","Unclassified","1"
"2023010481549","-0.085626","51.407441","Slight","1","Croydon","30","Unclassified","1"
"2023010481550","0.004783","51.524885","Slight","1","Newham","30","Not at junction or within 20 metres","1"
"2023010481551","-0.25099","51.528061","Slight","1","Ealing","20","C","1"
"2023010481559","-0.218134","51.504429","Slight","1","Hammersmith and Fulham","20","A","1"
"2023010481562","-0.329367","51.446617","Slight","1","Richmond upon Thames","20","Not at junction or within 20 metres","1"
"2023010481564","-0.069899","51.580255","Slight","1","Haringey","20","Unclassified","1"
"2023010481567","-0.068621","51.531072","Slight","1","Hackney","20","Unclassified","1"
"2023010481568","-0.101108","51.464428","Slight","1","Lambeth","20","Unclassified","1"
"2023010481571","-0.126599","51.501105","Slight","1","Westminster","30","A","1"
"2023010481574","-0.266529","51.600194","Slight","1","Barnet","30","C","1"
"2023010481575","-0.100198","51.565984","Serious","1","Hackney","20","Unclassified","1"
"2023010481582","-0.281439","51.51192","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010481584","-0.292393","51.511522","Slight","5","Ealing","30","A","1"
"2023010481587","-0.164518","51.442704","Slight","1","Wandsworth","20","Unclassified","1"
"2023010481598","-0.120444","51.572937","Slight","3","Islington","20","Unclassified","1"
"2023010481600","-0.238047","51.535439","Slight","1","Brent","20","Unclassified","1"
"2023010481601","-0.107362","51.387345","Slight","1","Croydon","30","C","1"
"2023010481604","-0.404633","51.517509","Slight","1","Hillingdon","40","Unclassified","1"
"2023010481614","-0.17418","51.482944","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010481620","-0.215427","51.490737","Slight","1","Hammersmith and Fulham","40","Not at junction or within 20 metres","1"
"2023010481623","-0.030421","51.402857","Slight","2","Bromley","30","Not at junction or within 20 metres","1"
"2023010481628","-0.046161","51.660848","Slight","1","Enfield","30","Unclassified","1"
"2023010481632","-0.42403","51.501324","Slight","1","Hillingdon","30","C","1"
"2023010481638","-0.169442","51.407737","Slight","2","Merton","20","Unclassified","1"
"2023010481639","-0.066661","51.463289","Serious","1","Southwark","20","Unclassified","1"
"2023010481641","-0.13355","51.369294","Slight","1","Sutton","20","Unclassified","1"
"2023010481643","-0.471465","51.537354","Slight","1","Hillingdon","40","C","1"
"2023010481644","-0.101022","51.530621","Slight","1","Islington","20","Unclassified","1"
"2023010481647","0.063898","51.493851","Slight","1","Greenwich","20","Unclassified","1"
"2023010481648","-0.420659","51.451687","Slight","1","Hounslow","20","Not at junction or within 20 metres","1"
"2023010481651","-0.280625","51.539281","Slight","1","Brent","30","Unclassified","1"
"2023010481653","-0.100591","51.495579","Slight","1","Southwark","20","A","1"
"2023010481656","-0.292587","51.380541","Slight","1","Kingston upon Thames","20","Not at junction or within 20 metres","1"
"2023010481660","-0.164868","51.621489","Serious","1","Barnet","30","Not at junction or within 20 metres","1"
"2023010481661","-0.213752","51.403799","Slight","1","Merton","20","Unclassified","1"
"2023010481670","-0.249279","51.559122","Slight","1","Brent","30","C","1"
"2023010481676","-0.244016","51.474344","Serious","1","Richmond upon Thames","20","Unclassified","1"
"2023010481678","-0.275079","51.62262","Slight","1","Barnet","30","Unclassified","1"
"2023010481679","-0.188185","51.4788","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010481681","-0.192119","51.5035","Slight","1","Kensington and Chelsea","20","Not at junction or within 20 metres","1"
"2023010481686","-0.104573","51.613436","Slight","1","Enfield","30","Not at junction or within 20 metres","1"
"2023010481689","-0.179083","51.414416","Serious","1","Merton","20","A","1"
"2023010481694","-0.070719","51.485523","Slight","1","Southwark","20","Unclassified","1"
"2023010481695","-0.074671","51.416299","Slight","1","Bromley","30","Unclassified","1"
"2023010481699","-0.020225","51.520328","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010481700","0.059825","51.533869","Slight","1","Newham","20","A","1"
"2023010481703","-0.135388","51.525812","Slight","1","Camden","20","Unclassified","1"
"2023010481705","-0.378224","51.507516","Slight","2","Ealing","20","A","1"
"2023010481713","-0.019596","51.532161","Slight","1","Tower Hamlets","40","Unclassified","1"
"2023010481715","-0.175762","51.484452","Slight","1","Kensington and Chelsea","20","C","1"
"2023010481716","-0.15429","51.407293","Slight","1","Merton","20","C","1"
"2023010481720","-0.034956","51.516997","Slight","1","Tower Hamlets","30","Not at junction or within 20 metres","1"
"2023010481722","-0.278516","51.376792","Slight","1","Kingston upon Thames","30","Unclassified","1"
"2023010481725","0.0306","51.392859","Serious","1","Bromley","30","Unclassified","1"
"2023010481729","-0.094287","51.391404","Slight","1","Croydon","30","C","1"
"2023010481731","-0.38298","51.438251","Slight","1","Hounslow","40","Not at junction or within 20 metres","1"
"2023010481732","0.039634","51.372324","Slight","2","Bromley","30","Unclassified","1"
"2023010481733","0.083559","51.572694","Slight","1","Redbridge","30","Unclassified","1"
"2023010481734","0.060035","51.517768","Slight","1","Newham","30","Unclassified","1"
"2023010481735","-0.061189","51.526813","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010481738","0.258062","51.611956","Serious","5","Havering","50","Unclassified","1"
"2023010481740","-0.049937","51.603539","Slight","1","Haringey","40","Unclassified","1"
"2023010481749","-0.162533","51.460982","Slight","1","Wandsworth","30","Unclassified","1"
"2023010481750","-0.120341","51.517677","Serious","1","Camden","20","A","1"
"2023010481755","-0.277972","51.50642","Slight","1","Ealing","20","Unclassified","1"
"2023010481757","-0.143972","51.33964","Slight","1","Croydon","30","A","1"
"2023010481758","-0.398888","51.565422","Slight","1","Hillingdon","30","Unclassified","1"
"2023010481763","0.002176","51.541036","Slight","1","Newham","20","A","1"
"2023010481768","0.081056","51.542226","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010481778","-0.180605","51.432956","Slight","1","Wandsworth","20","A","1"
"2023010481779","-0.151414","51.518099","Slight","1","Westminster","20","B","1"
"2023010481780","-0.038735","51.492762","Slight","1","Lewisham","20","Unclassified","1"
"2023010481781","-0.194665","51.457291","Slight","1","Wandsworth","30","A","1"
"2023010481785","-0.203206","51.38344","Slight","1","Sutton","20","Not at junction or within 20 metres","1"
"2023010481787","0.099098","51.564476","Slight","1","Redbridge","30","Unclassified","1"
"2023010481789","0.14688","51.557011","Slight","1","Barking and Dagenham","30","A","1"
"2023010481790","-0.06369","51.509318","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010481796","0.149978","51.59851","Slight","5","Havering","30","Unclassified","1"
"2023010481800","0.166176","51.591458","Slight","3","Havering","30","B","1"
"2023010481803","-0.351784","51.575291","Serious","1","Harrow","30","Unclassified","1"
"2023010481804","-0.223125","51.503183","Serious","1","Hammersmith and Fulham","20","A","1"
"2023010481811","0.088916","51.439505","Slight","1","Bexley","30","Unclassified","1"
"2023010481814","-0.106461","51.420657","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010481818","-0.22122","51.467723","Slight","1","Wandsworth","20","Unclassified","1"
"2023010481821","-0.278387","51.564201","Slight","1","Brent","30","Unclassified","1"
"2023010481824","-0.05189","51.627744","Slight","1","Enfield","20","Unclassified","1"
"2023010481831","-0.354123","51.572482","Slight","1","Harrow","30","C","1"
"2023010481838","0.004219","51.612447","Slight","1","Waltham Forest","20","Unclassified","1"
"2023010481843","-0.257387","51.576085","Slight","1","Brent","20","Unclassified","1"
"2023010481844","0.175641","51.578342","Slight","1","Havering","30","Not at junction or within 20 metres","1"
"2023010481857","-0.108942","51.390509","Slight","1","Croydon","20","Unclassified","1"
"2023010481876","-0.048647","51.586477","Slight","1","Waltham Forest","30","Not at junction or within 20 metres","1"
"2023010481878","-0.362688","51.462123","Slight","1","Hounslow","20","Unclassified","1"
"2023010481882","-0.207512","51.538276","Slight","1","Brent","20","C","1"
"2023010481883","-0.104905","51.564513","Slight","1","Islington","20","A","1"
"2023010481885","-0.261659","51.55302","Slight","1","Brent","30","Unclassified","1"
"2023010481887","-0.066883","51.517294","Slight","1","Tower Hamlets","30","C","1"
"2023010481891","-0.029837","51.512361","Slight","1","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010481904","-0.018988","51.437512","Slight","1","Lewisham","30","Unclassified","1"
"2023010481908","-0.086117","51.368457","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010481914","-0.086578","51.61612","Slight","1","Enfield","20","A","1"
"2023010481918","-0.110657","51.524958","Serious","1","Islington","20","A","1"
"2023010481919","-0.295362","51.407955","Slight","1","Kingston upon Thames","20","Not at junction or within 20 metres","1"
"2023010481920","-0.267727","51.494255","Serious","1","Ealing","20","C","1"
"2023010481921","-0.147963","51.347841","Slight","1","Sutton","30","C","1"
"2023010481922","-0.330821","51.458841","Serious","1","Hounslow","20","Unclassified","1"
"2023010481923","-0.070541","51.414631","Slight","1","Bromley","20","A","1"
"2023010481927","-0.062124","51.597447","Slight","1","Haringey","30","Unclassified","1"
"2023010481929","-0.057293","51.517765","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010481930","-0.103942","51.590099","Slight","1","Haringey","20","Unclassified","1"
"2023010481936","-0.064521","51.526436","Slight","1","Tower Hamlets","20","B","1"
"2023010481938","-0.252643","51.544748","Slight","1","Brent","30","Unclassified","1"
"2023010481942","-0.182201","51.551393","Slight","1","Camden","20","Unclassified","1"
"2023010481943","-0.170826","51.441859","Serious","1","Wandsworth","20","B","1"
"2023010481947","-0.057982","51.660001","Slight","1","Enfield","30","Unclassified","1"
"2023010481951","0.221659","51.595313","Slight","1","Havering","20","Unclassified","1"
"2023010481957","-0.25081","51.559837","Slight","1","Brent","20","Unclassified","1"
"2023010481958","-0.107611","51.565375","Serious","1","Islington","20","Unclassified","1"
"2023010481959","-0.055438","51.452321","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010481966","-0.157188","51.431762","Slight","1","Wandsworth","20","Unclassified","1"
"2023010481969","-0.152583","51.46141","Slight","1","Wandsworth","20","Unclassified","1"
"2023010481972","0.056296","51.527869","Slight","1","Newham","30","B","1"
"2023010481973","-0.119994","51.572642","Slight","1","Islington","20","Unclassified","1"
"2023010481975","-0.19797","51.65236","Slight","1","Barnet","30","Unclassified","1"
"2023010481979","0.033759","51.510646","Slight","1","Newham","30","Not at junction or within 20 metres","1"
"2023010481985","-0.179827","51.61085","Slight","1","Barnet","30","Unclassified","1"
"2023010481988","-0.128603","51.40711","Slight","1","Croydon","20","Unclassified","1"
"2023010481993","-0.150774","51.512891","Slight","2","Westminster","20","Unclassified","1"
"2023010482001","-0.098327","51.489751","Slight","1","Southwark","20","Unclassified","1"
"2023010482002","-0.039248","51.517743","Slight","1","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010482008","-0.439353","51.494353","Slight","1","Hillingdon","60","Not at junction or within 20 metres","1"
"2023010482014","-0.207857","51.588926","Slight","1","Barnet","50","Not at junction or within 20 metres","1"
"2023010482017","0.21009","51.591071","Slight","1","Havering","30","C","1"
"2023010482020","-0.064716","51.613235","Slight","1","Enfield","20","Unclassified","1"
"2023010482026","-0.111072","51.387297","Slight","1","Croydon","20","C","1"
"2023010482031","-0.117215","51.432647","Slight","1","Lambeth","30","Unclassified","1"
"2023010482036","-0.161599","51.403604","Slight","1","Merton","20","Unclassified","1"
"2023010482040","-0.105329","51.624751","Slight","1","Enfield","20","Unclassified","1"
"2023010482042","0.203967","51.580305","Slight","1","Havering","30","Not at junction or within 20 metres","1"
"2023010482047","-0.189438","51.581648","Slight","1","Barnet","20","Unclassified","1"
"2023010482052","0.078243","51.543795","Slight","1","Barking and Dagenham","20","Unclassified","1"
"2023010482053","-0.149082","51.413784","Slight","1","Merton","30","Unclassified","1"
"2023010482055","0.017578","51.405953","Slight","1","Bromley","30","Unclassified","1"
"2023010482058","0.042011","51.612614","Slight","1","Redbridge","30","Not at junction or within 20 metres","1"
"2023010482060","-0.067","51.51726","Slight","1","Tower Hamlets","20","C","1"
"2023010482062","-0.136203","51.467347","Serious","1","Lambeth","20","Unclassified","1"
"2023010482063","0.03267","51.542202","Slight","1","Newham","30","C","1"
"2023010482069","-0.132459","51.474428","Slight","1","Lambeth","20","Unclassified","1"
"2023010482070","-0.37131","51.572857","Slight","1","Harrow","20","Not at junction or within 20 metres","1"
"2023010482072","-0.053804","51.511007","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010482074","-0.118724","51.578593","Slight","1","Haringey","20","Unclassified","1"
"2023010482076","-0.07319","51.563529","Slight","2","Hackney","20","A","1"
"2023010482083","-0.199834","51.588498","Slight","1","Barnet","30","Unclassified","1"
"2023010482091","-0.090399","51.498165","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010482092","-0.177021","51.605897","Slight","1","Barnet","20","Unclassified","1"
"2023010482100","-0.381969","51.512028","Slight","1","Ealing","20","Unclassified","1"
"2023010482101","0.144757","51.565548","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010482102","0.211538","51.503129","Slight","1","Havering","70","Not at junction or within 20 metres","1"
"2023010482103","0.25512","51.61525","Slight","2","Havering","70","Not at junction or within 20 metres","1"
"2023010482104","-0.074218","51.524518","Serious","1","Tower Hamlets","20","Unclassified","1"
"2023010482109","-0.126278","51.446029","Slight","1","Lambeth","30","Not at junction or within 20 metres","1"
"2023010482110","-0.187681","51.441734","Slight","2","Wandsworth","20","Unclassified","1"
"2023010482111","-0.213967","51.524023","Slight","1","Kensington and Chelsea","30","C","1"
"2023010482112","-0.161395","51.434841","Slight","1","Wandsworth","30","Not at junction or within 20 metres","1"
"2023010482114","0.114421","51.551719","Slight","2","Barking and Dagenham","30","C","1"
"2023010482115","-0.147625","51.536519","Slight","1","Camden","30","Not at junction or within 20 metres","1"
"2023010482119","-0.313763","51.488128","Slight","1","Hounslow","40","A","1"
"2023010482120","0.0231","51.486703","Serious","1","Greenwich","20","Unclassified","1"
"2023010482121","-0.249","51.498383","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010482127","-0.216278","51.381743","Serious","1","Sutton","30","Unclassified","1"
"2023010482128","-0.437817","51.48829","Slight","1","Hillingdon","30","Unclassified","1"
"2023010482129","0.113198","51.407226","Slight","1","Bromley","30","C","1"
"2023010482133","0.102633","51.579188","Slight","1","Redbridge","40","Not at junction or within 20 metres","1"
"2023010482136","-0.1507","51.595467","Slight","1","Haringey","20","Unclassified","1"
"2023010482140","-0.074097","51.614433","Slight","1","Enfield","50","A","1"
"2023010482142","-0.108561","51.440511","Slight","1","Lambeth","20","A","1"
"2023010482143","-0.059947","51.480723","Slight","1","Southwark","20","C","1"
"2023010482144","-0.130307","51.464717","Slight","1","Lambeth","20","Unclassified","1"
"2023010482146","-0.206567","51.450001","Slight","1","Wandsworth","20","Unclassified","1"
"2023010482148","-0.053869","51.649682","Slight","2","Enfield","30","Not at junction or within 20 metres","1"
"2023010482151","-0.067044","51.472297","Slight","1","Southwark","20","A","1"
"2023010482154","-0.123531","51.586979","Slight","1","Haringey","30","Unclassified","1"
"2023010482156","0.048484","51.548465","Slight","1","Newham","30","Unclassified","1"
"2023010482157","-0.409094","51.499108","Slight","1","Hounslow","40","Not at junction or within 20 metres","1"
"2023010482165","0.179278","51.523428","Slight","1","Havering","30","Not at junction or within 20 metres","1"
"2023010482166","-0.172918","51.39772","Slight","1","Merton","20","A","1"
"2023010482170","-0.162192","51.434341","Slight","1","Wandsworth","20","Unclassified","1"
"2023010482172","-0.178117","51.519668","Serious","1","Westminster","20","A","1"
"2023010482173","-0.171672","51.495971","Slight","1","Kensington and Chelsea","20","A","1"
"2023010482178","-0.07244","51.416002","Slight","2","Bromley","30","C","1"
"2023010482179","-0.359852","51.421968","Slight","1","Richmond upon Thames","20","Not at junction or within 20 metres","1"
"2023010482183","-0.022297","51.49013","Serious","1","Tower Hamlets","30","A","1"
"2023010482191","0.136503","51.571984","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010482196","-0.467975","51.458735","Slight","1","London Airport (Heathrow)","30","Unclassified","1"
"2023010482198","-0.080045","51.681901","Slight","4","Enfield","40","Not at junction or within 20 metres","1"
"2023010482199","0.191607","51.544493","Slight","2","Havering","30","Unclassified","1"
"2023010482204","-0.084955","51.575745","Slight","1","Haringey","20","Unclassified","1"
"2023010482207","-0.065819","51.483878","Fatal","1","Southwark","20","A","1"
"2023010482211","-0.18174","51.431534","Slight","1","Wandsworth","20","Unclassified","1"
"2023010482213","0.105663","51.488864","Serious","1","Greenwich","30","Unclassified","1"
"2023010482214","-0.06454","51.566426","Slight","1","Hackney","20","Unclassified","1"
"2023010482217","-0.187333","51.492311","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010482223","0.039726","51.582897","Slight","2","Redbridge","50","Motorway","1"
"2023010482228","-0.130795","51.507718","Slight","1","Westminster","20","A","1"
"2023010482231","-0.152498","51.523008","Slight","1","Westminster","20","Unclassified","1"
"2023010482232","-0.104292","51.663492","Slight","1","Enfield","30","C","1"
"2023010482234","-0.114515","51.479014","Slight","1","Lambeth","20","Not at junction or within 20 metres","1"
"2023010482235","-0.116895","51.556146","Slight","1","Islington","20","A","1"
"2023010482236","-0.145647","51.485824","Slight","2","Westminster","20","C","1"
"2023010482238","-0.129078","51.513051","Slight","1","Westminster","20","A","1"
"2023010482240","-0.139802","51.412127","Slight","1","Merton","20","B","1"
"2023010482243","0.050446","51.439015","Slight","4","Greenwich","40","A","1"
"2023010482249","-0.263085","51.60302","Slight","1","Barnet","30","C","1"
"2023010482259","-0.174989","51.528324","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010482261","-0.213269","51.593766","Slight","1","Barnet","50","Unclassified","1"
"2023010482264","-0.299485","51.410775","Serious","2","Kingston upon Thames","20","Not at junction or within 20 metres","1"
"2023010482265","-0.145704","51.349029","Slight","1","Sutton","20","Unclassified","1"
"2023010482267","-0.04192","51.426476","Slight","1","Lewisham","20","Unclassified","1"
"2023010482269","-0.136156","51.539143","Serious","1","Camden","20","C","1"
"2023010482276","-0.128869","51.615489","Slight","1","Enfield","30","Not at junction or within 20 metres","1"
"2023010482277","0.050517","51.534023","Slight","1","Newham","20","Not at junction or within 20 metres","1"
"2023010482278","-0.048654","51.513503","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010482279","-0.09913","51.578799","Slight","1","Haringey","20","Unclassified","1"
"2023010482282","-0.145722","51.395521","Slight","1","Merton","20","Not at junction or within 20 metres","1"
"2023010482285","-0.030676","51.663171","Slight","1","Enfield","20","Unclassified","1"
"2023010482288","0.049446","51.61092","Slight","1","Redbridge","50","Not at junction or within 20 metres","1"
"2023010482289","-0.111033","51.387206","Slight","1","Croydon","20","C","1"
"2023010482290","-0.280622","51.517564","Slight","1","Ealing","20","C","1"
"2023010482292","-0.211085","51.463289","Slight","1","Wandsworth","30","Unclassified","1"
"2023010482294","-0.095746","51.574122","Slight","1","Haringey","20","Not at junction or within 20 metres","1"
"2023010482303","-0.186925","51.502215","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010482305","0.060068","51.555537","Serious","1","Newham","20","Not at junction or within 20 metres","1"
"2023010482309","-0.141828","51.424218","Slight","1","Wandsworth","20","C","1"
"2023010482311","-0.320204","51.479435","Slight","1","Hounslow","20","C","1"
"2023010482315","-0.103767","51.620635","Slight","1","Enfield","20","Not at junction or within 20 metres","1"
"2023010482317","-0.019008","51.407116","Serious","1","Bromley","30","Not at junction or within 20 metres","1"
"2023010482318","-0.207663","51.604498","Serious","1","Barnet","30","B","1"
"2023010482319","0.131023","51.56158","Slight","1","Barking and Dagenham","30","A","1"
"2023010482326","-0.323476","51.604924","Slight","1","Harrow","30","Unclassified","1"
"2023010482329","-0.314442","51.553278","Slight","1","Brent","20","Unclassified","1"
"2023010482332","-0.107208","51.473213","Slight","1","Lambeth","20","Unclassified","1"
"2023010482338","-0.22413","51.509564","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010482341","-0.194216","51.651861","Slight","1","Barnet","20","Unclassified","1"
"2023010482342","0.093353","51.464147","Slight","1","Bexley","30","Unclassified","1"
"2023010482343","-0.182259","51.488042","Slight","1","Kensington and Chelsea","20","Not at junction or within 20 metres","1"
"2023010482345","-0.098811","51.486431","Serious","1","Southwark","20","Unclassified","1"
"2023010482347","-0.15304","51.549166","Slight","1","Camden","20","Unclassified","1"
"2023010482363","-0.083362","51.545009","Slight","1","Hackney","20","C","1"
"2023010482366","-0.11069","51.386463","Slight","1","Croydon","20","C","1"
"2023010482370","-0.0552","51.415223","Slight","1","Bromley","20","Unclassified","1"
"2023010482373","-0.330877","51.561803","Slight","1","Brent","30","A","1"
"2023010482380","-0.118709","51.578602","Slight","1","Haringey","20","Unclassified","1"
"2023010482381","0.175961","51.564497","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010482384","-0.09704","51.390865","Slight","1","Croydon","20","Unclassified","1"
"2023010482386","-0.049691","51.628139","Slight","1","Enfield","30","Unclassified","1"
"2023010482391","-0.048904","51.524837","Slight","1","Tower Hamlets","20","C","1"
"2023010482399","-0.021107","51.533239","Slight","1","Tower Hamlets","40","Not at junction or within 20 metres","1"
"2023010482401","-0.307215","51.365745","Slight","1","Kingston upon Thames","30","Not at junction or within 20 metres","1"
"2023010482407","-0.15519","51.517034","Slight","1","Westminster","20","Unclassified","1"
"2023010482411","-0.239006","51.509456","Slight","1","Hammersmith and Fulham","30","Unclassified","1"
"2023010482417","-0.366074","51.528524","Slight","1","Ealing","20","Unclassified","1"
"2023010482419","-0.206316","51.446859","Slight","1","Wandsworth","20","Unclassified","1"
"2023010482420","0.020867","51.478234","Serious","1","Greenwich","20","A","1"
"2023010482422","-0.37034","51.551163","Serious","1","Ealing","20","Unclassified","1"
"2023010482426","0.051304","51.440826","Slight","1","Greenwich","30","A","1"
"2023010482428","-0.044308","51.611539","Slight","1","Enfield","50","Not at junction or within 20 metres","1"
"2023010482430","-0.294709","51.57104","Serious","1","Brent","30","Unclassified","1"
"2023010482431","-0.29332","51.599255","Slight","1","Harrow","30","Not at junction or within 20 metres","1"
"2023010482432","-0.234552","51.506502","Slight","1","Hammersmith and Fulham","20","C","1"
"2023010482437","-0.19253","51.416585","Slight","1","Merton","20","C","1"
"2023010482439","-0.470312","51.507215","Serious","1","Hillingdon","30","Unclassified","1"
"2023010482441","-0.072417","51.379266","Slight","1","Croydon","30","Unclassified","1"
"2023010482444","-0.378561","51.556043","Slight","1","Hillingdon","30","Unclassified","1"
"2023010482445","-0.363755","51.426636","Slight","1","Richmond upon Thames","20","Unclassified","1"
"2023010482446","-0.468663","51.558521","Slight","1","Hillingdon","30","Unclassified","1"
"2023010482447","-0.110667","51.568572","Slight","1","Islington","20","Unclassified","1"
"2023010482449","0.130104","51.414887","Slight","1","Bexley","30","Not at junction or within 20 metres","1"
"2023010482455","-0.273037","51.479927","Slight","1","Hounslow","20","Unclassified","1"
"2023010482457","0.024962","51.479323","Slight","2","Greenwich","20","Unclassified","1"
"2023010482460","0.009098","51.465702","Serious","1","Lewisham","20","Unclassified","1"
"2023010482461","-0.182022","51.517543","Slight","1","Westminster","20","C","1"
"2023010482462","0.030014","51.490261","Slight","1","Greenwich","20","C","1"
"2023010482466","0.161041","51.590033","Slight","1","Havering","30","Unclassified","1"
"2023010482467","0.072537","51.481981","Slight","1","Greenwich","30","C","1"
"2023010482468","0.070122","51.559658","Slight","1","Redbridge","30","A","1"
"2023010482472","-0.36465","51.479334","Slight","1","Hounslow","20","A","1"
"2023010482475","0.084759","51.480595","Serious","1","Greenwich","30","Unclassified","1"
"2023010482481","-0.128427","51.511709","Slight","1","Westminster","20","Unclassified","1"
"2023010482483","-0.070968","51.492604","Serious","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010482484","-0.094252","51.620517","Slight","1","Enfield","30","A","1"
"2023010482488","-0.104825","51.396917","Slight","1","Croydon","30","Unclassified","1"
"2023010482492","-0.104169","51.330684","Slight","1","Croydon","30","Unclassified","1"
"2023010482495","-0.074831","51.535257","Slight","1","Hackney","20","Unclassified","1"
"2023010482498","-0.203042","51.532776","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
